"record_id","stem_id","installation","plot_id","date","cluster","tag","species","dbh","health","canopy","distance","azimuth","height","char","notes","scientific_name","functional_group","Genus","Species","Status","functional_group__1"
3193,3093,"gordon","v1",20180821,2942,NA,"QULA",6.7,2,"u",11.3,343,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3194,3094,"gordon","v1",20180821,2943,"4673","QUAL",5,2,"u",9.8,351,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3195,3095,"gordon","v1",20180821,2944,"4674","PITA",22.6,1,"d",9.9,3,19.8,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3196,3096,"gordon","v1",20180821,2945,"4675","QUERC",8.3,0,"u",11.9,6,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
3197,3097,"gordon","v1",20180821,2946,NA,"COFL",11.8,1,"i",11.8,14,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3198,3098,"gordon","v1",20180821,2947,"4676","QUAL",4.4,2,"u",6.6,7,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3199,3099,"gordon","v1",20180821,2948,"4677","PITA",20,1,"c",6,4,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3200,3100,"gordon","v1",20180821,2949,"4678","COFL",5.7,1,"i",4.1,7,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3201,3101,"gordon","v1",20180821,2950,"4679","COFL",4,1,"u",3.8,17,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3202,3102,"gordon","v1",20180821,2951,"4680","QUHE",15.7,1,"c",4.1,40,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
3203,3103,"gordon","v1",20180821,2952,"4681","CARYA",4.8,1,"u",7.2,26,NA,NA,NA,"Carya spp.","tree","Carya","spp.","native","tree"
3204,3104,"gordon","v1",20180821,2953,"4682","QUAL",5.3,2,"u",7.5,26,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3205,3105,"gordon","v1",20180821,2954,"4683","PITA",20.6,1,"d",9.7,31,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3206,3106,"gordon","v1",20180821,2955,NA,"QUAL",4.1,1,"u",12.3,28,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3207,3107,"gordon","v1",20180821,2956,"4568","QULA",8.6,1,"i",7,35,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3208,3108,"gordon","v1",20180821,2957,"4684","QULA",6.7,3,"u",10.4,35,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3209,3109,"gordon","v1",20180821,2958,NA,"QULA",6.7,1,"u",11.9,35,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3210,3110,"gordon","v1",20180821,2959,"4567","QUAL",5,3,"u",7.7,38,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3211,3111,"gordon","v1",20180821,2960,"4567","PITA",26.6,1,"d",5.4,49,18.5,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3212,3112,"gordon","v1",20180821,2961,NA,"QUAL",5.4,2,"u",11,52,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3213,3113,"gordon","v1",20180821,2962,NA,"QUAL",7.1,2,"i",12.2,51,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3214,3114,"gordon","v1",20180821,2963,"4563","PITA",18.4,1,"c",6,65,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3215,3115,"gordon","v1",20180821,2964,NA,"COFL",7,0,"u",5.2,76,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3216,3116,"gordon","v1",20180821,2965,"4564","COFL",6.8,1,"u",5.4,75,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3217,3117,"gordon","v1",20180821,2966,"4578","CARYA",3.8,1,"u",11.2,75,NA,NA,NA,"Carya spp.","tree","Carya","spp.","native","tree"
3218,3118,"gordon","v1",20180821,2967,"4558","QUAL",3.1,2,"u",10.7,85,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3219,3119,"gordon","v1",20180821,2968,"4579","QUAL",4.3,1,"u",10.9,88,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3220,3120,"gordon","v1",20180821,2969,NA,"QUAL",4.7,1,"u",12.2,86,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3221,3121,"gordon","v1",20180821,2970,"4581","QUNI",5.8,1,"u",3.3,82,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
3222,3122,"gordon","v1",20180821,2971,"4537","CARYA",3.6,1,"u",2.1,101,5.3,NA,NA,"Carya spp.","tree","Carya","spp.","native","tree"
3223,3123,"gordon","v1",20180821,2972,"4559","PITA",20.3,1,"c",11.1,100,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3224,3124,"gordon","v1",20180821,2973,"4561","QUNI",13.6,1,"i",8.9,116,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
3225,3125,"gordon","v1",20180821,2974,"4560","COFL",9.4,1,"i",10.7,116,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3226,3126,"gordon","v1",20180821,2975,"4549","COFL",6.8,3,"u",11.5,116,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3227,3127,"gordon","v1",20180821,2976,"4287","PITA",26.5,1,"d",7.4,130,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3228,3128,"gordon","v1",20180821,2977,"4548","QUAL",5.4,1,"u",10.9,125,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3229,3129,"gordon","v1",20180821,2978,"4547","COFL",8.1,1,"u",10.7,125,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3230,3130,"gordon","v1",20180821,2978,"4555","COFL",4.4,1,"u",10.7,125,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3231,3131,"gordon","v1",20180821,2979,"4545","QULA",7.6,1,"i",10.4,134,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3232,3132,"gordon","v1",20180821,2980,"4575","QUAL",8.2,1,"i",7.3,140,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3233,3133,"gordon","v1",20180821,2981,"4557","QUAL",7.8,1,"i",8.2,142,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3234,3134,"gordon","v1",20180821,2982,"4556","QUAL",3.9,1,"u",7.8,143,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3235,3135,"gordon","v1",20180821,2983,"4551","QUAL",3.9,3,"u",8.2,142,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3236,3136,"gordon","v1",20180821,2984,"4571","PITA",23.9,1,"c",9.4,153,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3237,3137,"gordon","v1",20180821,2985,NA,"PITA",12.9,0,"u",3.1,176,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3238,3138,"gordon","v1",20180821,2986,"4554","QULA",5.1,2,"u",4.8,176,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3239,3139,"gordon","v1",20180821,2987,"4541","QULA",5.3,2,"u",6,176,4.7,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3240,3140,"gordon","v1",20180821,2988,"4553","PIPA",24.2,1,"d",10.9,170,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3241,3141,"gordon","v1",20180821,2989,"4552","QULA",7.3,1,"u",9.5,171,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3242,3142,"gordon","v1",20180821,2990,"4535","QULA",7.4,1,"u",9.2,173,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3243,3143,"gordon","v1",20180821,2991,"4540","COFL",7.9,1,"i",9.1,175,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3244,3144,"gordon","v1",20180821,2992,"4566","QULA",6,1,"u",10.9,190,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3245,3145,"gordon","v1",20180821,2993,"4529","QULA",4.4,2,"u",11.4,204,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3246,3146,"gordon","v1",20180821,2994,"4528","PIPA",21,1,"c",7.8,205,19,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3247,3147,"gordon","v1",20180821,2995,"4504","QUAL",5.4,3,"u",8.2,213,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3248,3148,"gordon","v1",20180821,2996,"4525","QUAL",4.5,1,"u",9.7,213,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3249,3149,"gordon","v1",20180821,2997,"4524","COFL",4.2,3,"u",11.3,219,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3250,3150,"gordon","v1",20180821,2998,"4565","COFL",3.2,1,"u",7.1,220,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3251,3151,"gordon","v1",20180821,2999,"4539","QUAL",13.9,1,"i",7.3,220,11.5,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3252,3152,"gordon","v1",20180821,3000,"4503","CARYA",5.2,1,"u",7,221,NA,NA,NA,"Carya spp.","tree","Carya","spp.","native","tree"
3253,3153,"gordon","v1",20180821,3001,"4520","QULA",7.1,1,"u",7.9,224,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3254,3154,"gordon","v1",20180821,3002,NA,"COFL",8.1,1,"u",12.6,227,NA,NA,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
3255,3155,"gordon","v1",20180821,3003,"4533","QUAL",9.8,2,"i",11.4,227,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3256,3156,"gordon","v1",20180821,3004,"4536","CARYA",4.9,1,"u",10.8,228,NA,NA,NA,"Carya spp.","tree","Carya","spp.","native","tree"
3257,3157,"gordon","v1",20180821,3005,"4522","QUAL",4.5,1,"u",6.6,232,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3258,3158,"gordon","v1",20180821,3006,NA,"QUAL",4.1,1,"u",7.1,236,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3259,3159,"gordon","v1",20180821,3007,"4534","QULA",7,1,"u",9.3,241,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3260,3160,"gordon","v1",20180821,3008,"4532","QULA",5.5,3,"u",12.5,241,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3261,3161,"gordon","v1",20180821,3009,"4572","PITA",28.5,1,"d",4.5,245,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3262,3162,"gordon","v1",20180821,3010,NA,"QUAL",3,3,"u",3.3,260,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3263,3163,"gordon","v1",20180821,3011,"4544","CARYA",5.6,1,"u",7.2,254,NA,NA,NA,"Carya spp.","tree","Carya","spp.","native","tree"
3264,3164,"gordon","v1",20180821,3012,NA,"PITA",24,0,"u",11.8,259,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3265,3165,"gordon","v1",20180821,3013,"4550","QUAL",5.7,1,"u",12.5,257,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3266,3166,"gordon","v1",20180821,3014,"4569","QUAL",7,1,"i",10,260,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3267,3167,"gordon","v1",20180821,3015,"4577","QULA",7.9,1,"u",11.3,262,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3268,3168,"gordon","v1",20180821,3016,"4574","QUAL",6.4,1,"i",7.9,262,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3269,3169,"gordon","v1",20180821,3017,"4501","QUAL",3.9,3,"u",7.3,265,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3270,3170,"gordon","v1",20180821,3018,"4576","QUAL",6.4,1,"i",7.8,270,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3271,3171,"gordon","v1",20180821,3019,"4580","QUAL",4.3,3,"u",9.4,265,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3272,3172,"gordon","v1",20180821,3020,"4546","QUAL",8,1,"u",9.8,262,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3273,3173,"gordon","v1",20180821,3021,"4573","QUAL",7.9,2,"i",8.7,270,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3274,3174,"gordon","v1",20180821,3022,"4570","QUAL",4.3,3,"u",10.3,270,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
3275,3175,"gordon","t1",20180821,3023,"4686","PIPA",19.5,1,"d",2.5,153,13.7,2.7,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3276,3176,"gordon","t1",20180821,3024,"4584","PIPA",25.8,1,"d",9.6,150,16.5,1.8,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3277,3177,"gordon","t1",20180821,3025,NA,"PIPA",5.1,0,"u",10.2,220,2.6,1.4,"snag","Pinus palustris","tree","Pinus","palustris","native","tree"
3278,3178,"gordon","t1",20180821,3026,"4583","PIPA",20.4,1,"d",10.9,219,10.8,1.8,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3279,3179,"gordon","t1",20180821,3027,"4687","PIPA",24.4,1,"d",11.9,257,15.7,3.6,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3280,3180,"gordon","t1",20180821,3028,"4691","PIPA",22.4,1,"d",12.5,288,16.4,3.4,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3281,3181,"gordon","t1",20180821,3029,"4688","PIPA",30.5,1,"d",8.8,325,18.1,4.4,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3282,3182,"gordon","t1",20180821,3030,"4689","PIPA",25.3,1,"d",9.2,16,19.9,5.1,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3283,3183,"gordon","t1",20180821,3031,"4690","QULA",3.5,1,"u",2.8,25,2.3,0,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
3284,3184,"gordon","t1",20180821,3032,"4585","PIPA",26.3,1,"d",12.1,50,15.6,3.5,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3285,3185,"gordon","t1",20180821,3033,"4587","PIPA",24.7,1,"d",7,85,16.7,3.2,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3286,3186,"gordon","s1",20180822,3034,"4725","PITA",35.1,1,"d",10.7,1,29.1,2.7,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3287,3187,"gordon","s1",20180822,3035,"4724","QUMA",12.9,1,"i",9.1,356,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3288,3188,"gordon","s1",20180822,3036,NA,"PINUS",19.1,0,"u",8.5,347,NA,NA,"snag","Pinus spp.","tree","Pinus","spp.","native","tree"
3289,3189,"gordon","s1",20180822,3037,"4726","PITA",30.5,1,"d",10,311,24.7,1.8,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3290,3190,"gordon","s1",20180822,3038,"4599","PRUNU",14,1,"i",2.9,306,NA,NA,NA,"Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
3291,3191,"gordon","s1",20180822,3039,"4723","PITA",37,1,"d",12,327,26.4,1.7,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3292,3192,"gordon","s1",20180822,3040,"4720","PRUNU",9.7,1,"u",9.9,302,NA,NA,NA,"Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
3293,3193,"gordon","s1",20180822,3041,"4711","QUMA",6.8,1,"u",9,301,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3294,3194,"gordon","s1",20180822,3042,"4709","QUMA",8,1,"u",12.1,299,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3295,3195,"gordon","s1",20180822,3043,"4588","QUMA",9.2,1,"u",7,293,9,1.2,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3296,3196,"gordon","s1",20180822,3044,"4597","QUMA",9.1,1,"i",9.6,282,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3297,3197,"gordon","s1",20180822,3045,"4710","PITA",35,1,"d",7,281,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3298,3198,"gordon","s1",20180822,3046,"4715","QUNI",19.1,1,"i",10.9,279,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
3299,3199,"gordon","s1",20180822,3047,"4718","PITA",22.3,1,"c",10.7,270,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3300,3200,"gordon","s1",20180822,3048,"4714","PITA",10.6,1,"i",9.2,281,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3301,3201,"gordon","s1",20180822,3049,"4594","QUMA",3.3,3,"u",11.7,287,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3302,3202,"gordon","s1",20180822,3050,"4719","PITA",34.4,1,"d",9.3,225,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3303,3203,"gordon","s1",20180822,3051,"4598","PITA",36.3,1,"d",5.5,212,27.5,3.6,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3304,3204,"gordon","s1",20180822,3052,NA,"PINUS",33.3,0,"u",9.5,256,NA,NA,"snag","Pinus spp.","tree","Pinus","spp.","native","tree"
3305,3205,"gordon","s1",20180822,3053,"4712","PRUNU",15.8,1,"i",7.3,183,NA,NA,NA,"Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
3306,3206,"gordon","s1",20180822,3054,"4713","PITA",25.4,1,"d",3.8,106,26,1.3,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3307,3207,"gordon","s1",20180822,3055,"4593","PITA",34,1,"d",7.7,91,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3308,3208,"gordon","s1",20180822,3056,"4227","PITA",26.6,1,"d",5.4,88,24.9,2.2,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3309,3209,"gordon","s1",20180822,3057,"3543","PITA",19.2,3,"c",10.7,79,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3310,3210,"gordon","s1",20180822,3058,NA,"PINUS",8.5,0,"u",12.5,104,NA,NA,"snag","Pinus spp.","tree","Pinus","spp.","native","tree"
3311,3211,"gordon","s1",20180822,3059,"4721","PITA",24.8,1,"c",6.8,58,26.4,2.8,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3312,3212,"gordon","s1",20180822,3060,"4595","PITA",24.7,1,"c",10.3,55,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3313,3213,"gordon","s1",20180822,3061,"4706","QUMA",13.4,1,"i",8.9,50,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3314,3214,"gordon","s1",20180822,3062,"4705","QUMA",15.5,1,"i",3.4,41,13.8,1.2,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3315,3215,"gordon","s1",20180822,3063,"4722","QUMA",5.7,1,"u",9.5,40,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3316,3216,"gordon","s1",20180822,3064,"4704","PITA",18,0,"i",5.2,15,NA,NA,"snag","Pinus taeda","tree","Pinus","taeda","native","tree"
3317,3217,"gordon","s1",20180822,3065,"4707","QUMA",4.2,1,"u",8.9,15,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3318,3218,"gordon","s1",20180822,3066,"4716","QUMA",7.8,1,"u",9.5,15,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3319,3219,"gordon","s1",20180822,3067,"4703","PITA",46.9,1,"d",6.4,12,27.1,2.6,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3320,3220,"gordon","s1",20180822,3068,"4596","QUMA",10.6,1,"i",9.5,5,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
3321,3221,"gordon","r1",20180822,3069,"4600","QUFA",28.3,2,"c",2.2,23,NA,NA,NA,"Quercus falcata","tree","Quercus","falcata","native","tree"
3322,3222,"gordon","r1",20180822,3070,"4589","PITA",25.3,1,"c",8.1,7,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3323,3223,"gordon","r1",20180822,3071,"4590","PITA",20.2,0,"u",12.5,14,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3324,3224,"gordon","r1",20180822,3072,"4582","PITA",27.3,1,"d",7.1,34,23.2,2,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3325,3225,"gordon","r1",20180822,3073,"4586","PITA",16.5,1,"c",9.4,29,19.6,2.3,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3326,3226,"gordon","r1",20180822,3074,NA,NA,9.3,0,"u",6.8,69,NA,NA,"unknown sp","Asteraceae 0","0","Asteraceae","0","0","0"
3327,3227,"gordon","r1",20180822,3075,"4591","QUFA",12,3,"i",10.6,73,NA,NA,NA,"Quercus falcata","tree","Quercus","falcata","native","tree"
3328,3228,"gordon","r1",20180822,3076,"4592","QUFA",7.6,2,"i",6.9,82,14,2,NA,"Quercus falcata","tree","Quercus","falcata","native","tree"
3329,3229,"gordon","r1",20180822,3077,"4696","PITA",22.4,1,"c",5.3,119,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3330,3230,"gordon","r1",20180822,3078,"3285","PITA",36.8,1,"d",8.9,116,25.6,3,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3331,3231,"gordon","r1",20180822,3079,NA,"PINUS",22.1,0,"i",5.9,139,NA,NA,NA,"Pinus spp.","tree","Pinus","spp.","native","tree"
3332,3232,"gordon","r1",20180822,3080,"3290","PRUNU",19.9,2,"i",9.1,141,12.6,1.2,NA,"Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
3333,3233,"gordon","r1",20180822,3081,"4268","PITA",42.3,1,"c",9.7,166,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3334,3234,"gordon","r1",20180822,3082,"3268","PITA",25.6,1,"i",9.7,167,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3335,3235,"gordon","r1",20180822,3083,"4699","PITA",17.5,1,"c",4.8,178,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3336,3236,"gordon","r1",20180822,3084,"3271","PIPA",23.7,1,"c",2.8,200,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3337,3237,"gordon","r1",20180822,3085,"3403","PITA",19.8,1,"c",7,206,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3338,3238,"gordon","r1",20180822,3086,"4693","PITA",28.1,1,"c",8.6,216,18.6,2.7,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3339,3239,"gordon","r1",20180822,3087,"4698","PITA",22.7,1,"c",12.5,215,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3340,3240,"gordon","r1",20180822,3088,NA,"PINUS",16.4,0,"u",9.2,214,NA,NA,NA,"Pinus spp.","tree","Pinus","spp.","native","tree"
3341,3241,"gordon","r1",20180822,3089,"4694","PITA",16.9,1,"i",10.8,216,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3342,3242,"gordon","r1",20180822,3090,"4695","PITA",25.9,1,"d",6.8,230,22.5,3.6,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3343,3243,"gordon","r1",20180822,3091,"4697","PIPA",15.1,1,"c",3.4,251,20.5,2.1,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3344,3244,"gordon","r1",20180822,3092,"4221","PIPA",28.9,1,"c",5,271,22,3,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3345,3245,"gordon","r1",20180822,3093,"4233","PITA",36.6,1,"c",12,250,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3346,3246,"gordon","r1",20180822,3094,"3278","PITA",25,1,"c",12.3,268,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3347,3247,"gordon","r1",20180822,3095,"3276","QUFA",24,3,"c",8.1,274,NA,NA,NA,"Quercus falcata","tree","Quercus","falcata","native","tree"
3348,3248,"gordon","r1",20180822,3096,"4454","QUIN",8,3,"u",11.1,294,NA,NA,NA,"Quercus incana","tree","Quercus","incana","native","tree"
3349,3249,"gordon","r1",20180822,3097,"3297","PITA",13.5,1,"i",10.7,324,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3350,3250,"gordon","r1",20180822,3098,"4692","QUFA",12.2,2,"i",4.5,350,NA,NA,NA,"Quercus falcata","tree","Quercus","falcata","native","tree"
3351,3251,"gordon","r1",20180822,3099,"4265","PITA",21.1,1,"c",6.2,343,18.6,2.9,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3352,3252,"gordon","r1",20180822,3100,"4466","PITA",19.1,1,"c",12.4,340,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3353,3253,"gordon","r1",20180822,3101,NA,"PINUS",19.4,0,"c",10.6,344,NA,NA,"snag","Pinus spp.","tree","Pinus","spp.","native","tree"
3354,3254,"gordon","r1",20180822,3102,NA,"PINUS",17.7,0,"c",9.5,357,NA,NA,"snag","Pinus spp.","tree","Pinus","spp.","native","tree"
3355,3255,"jackson","h1",20180712,3103,"3402","PITA",40.1,1,"c",1.9,151,25.6,1.8,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3356,3256,"jackson","h1",20180712,3104,"3401","PITA",34.5,1,"c",6.8,203,26.6,3.6,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3357,3257,"jackson","h1",20180712,3105,"3876","PIPA",42.8,1,"c",10.8,229,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3358,3258,"jackson","h1",20180712,3106,"3875","PIPA",16.5,1,"i",12.1,234,14,2.3,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3359,3259,"jackson","h1",20180712,3107,NA,"DIVI",3.1,2,"u",12.44,255,3.8,0.1,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
3360,3260,"jackson","h1",20180712,3108,"3887","PITA",28.8,1,"c",6.5,277,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
3361,3261,"jackson","h1",20180712,3109,"3878","PIPA",36.2,1,"c",10.8,275,28.1,3.9,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3362,3262,"jackson","h1",20180712,3110,"3877","PIPA",12.1,1,"i",10.8,269,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
3363,3263,"jackson","h1",20180712,3111,NA,"ILEX",3.1,1,"u",9.2,281,NA,NA,NA,"Ilex spp.","shrub","Ilex","spp.","native/introduced","shrub"
3364,3264,"jackson","h1",20180712,3112,NA,"CARYA",5.8,1,"u",8.3,295,NA,NA,NA,"Carya spp.","tree","Carya","spp.","native","tree"
