LocationID,Tag,Invaded,Date,JulianDay,days,life_stage,sex,alive,dead,survival,logger_id,visit_number
N-7,3157,native,2018-09-18,261,89,adult,male,5,0,1,19,10
N-8,3160,native,2018-09-18,261,89,adult,male,5,0,1,20,10
N-9,3163,native,2018-09-18,261,89,adult,male,3,2,0.6,21,10
N-10,3164,native,2018-09-18,261,89,adult,male,5,0,1,22,10
N-11,3150,native,2018-09-18,261,89,adult,male,3,2,0.6,23,10
N-12,3158,native,2018-09-18,261,89,adult,male,4,1,0.8,24,10
C-1,3161,invaded,2018-09-27,270,98,adult,male,5,0,1,1,11
C-2,3147,invaded,2018-09-27,270,98,adult,male,5,0,1,2,11
C-3,3144,invaded,2018-09-27,270,98,adult,male,5,0,1,3,11
C-4,3156,invaded,2018-09-27,270,98,adult,male,5,0,1,4,11
C-5,3154,invaded,2018-09-27,270,98,adult,male,5,0,1,5,11
C-6,3143,invaded,2018-09-27,270,98,adult,male,4,1,0.8,6,11
C-7,3146,invaded,2018-09-27,270,98,adult,male,5,0,1,7,11
C-8,3151,invaded,2018-09-27,270,98,adult,male,5,0,1,8,11
C-9,3153,invaded,2018-09-27,270,98,adult,male,5,0,1,9,11
C-10,3145,invaded,2018-09-27,270,98,adult,male,3,2,0.6,10,11
C-11,3152,invaded,2018-09-27,270,98,adult,male,5,0,1,11,11
C-12,3148,invaded,2018-09-27,270,98,adult,male,5,0,1,12,11
N-1,3165,native,2018-09-27,270,98,adult,male,4,1,0.8,13,11
N-2,3159,native,2018-09-27,270,98,adult,male,5,0,1,14,11
N-3,3166,native,2018-09-27,270,98,adult,male,5,0,1,15,11
N-4,3149,native,2018-09-27,270,98,adult,male,4,0,1,16,11
N-5,3162,native,2018-09-27,270,98,adult,male,1,3,0.25,17,11
N-6,3155,native,2018-09-27,270,98,adult,male,0,5,0,18,11
N-7,3157,native,2018-09-27,270,98,adult,male,5,0,1,19,11
N-8,3160,native,2018-09-27,270,98,adult,male,5,0,1,20,11
N-9,3163,native,2018-09-27,270,98,adult,male,3,2,0.6,21,11
N-10,3164,native,2018-09-27,270,98,adult,male,5,0,1,22,11
N-11,3150,native,2018-09-27,270,98,adult,male,1,4,0.2,23,11
N-12,3158,native,2018-09-27,270,98,adult,male,4,1,0.8,24,11
C-1,3161,invaded,2018-10-09,282,110,adult,male,5,0,1,1,12
C-2,3147,invaded,2018-10-09,282,110,adult,male,5,0,1,2,12
C-3,3144,invaded,2018-10-09,282,110,adult,male,5,0,1,3,12
C-4,3156,invaded,2018-10-09,282,110,adult,male,5,0,1,4,12
C-5,3154,invaded,2018-10-09,282,110,adult,male,5,0,1,5,12
C-6,3143,invaded,2018-10-09,282,110,adult,male,4,1,0.8,6,12
C-7,3146,invaded,2018-10-09,282,110,adult,male,5,0,1,7,12
C-8,3151,invaded,2018-10-09,282,110,adult,male,5,0,1,8,12
C-9,3153,invaded,2018-10-09,282,110,adult,male,5,0,1,9,12
C-10,3145,invaded,2018-10-09,282,110,adult,male,3,2,0.6,10,12
C-11,3152,invaded,2018-10-09,282,110,adult,male,5,0,1,11,12
C-12,3148,invaded,2018-10-09,282,110,adult,male,5,0,1,12,12
N-1,3165,native,2018-10-09,282,110,adult,male,4,1,0.8,13,12
N-2,3159,native,2018-10-09,282,110,adult,male,5,0,1,14,12
N-3,3166,native,2018-10-09,282,110,adult,male,5,0,1,15,12
N-4,3149,native,2018-10-09,282,110,adult,male,4,0,1,16,12
N-5,3162,native,2018-10-09,282,110,adult,male,1,3,0.25,17,12
N-6,3155,native,2018-10-09,282,110,adult,male,0,5,0,18,12
N-7,3157,native,2018-10-09,282,110,adult,male,5,0,1,19,12
N-8,3160,native,2018-10-09,282,110,adult,male,5,0,1,20,12
N-9,3163,native,2018-10-09,282,110,adult,male,3,2,0.6,21,12
N-10,3164,native,2018-10-09,282,110,adult,male,5,0,1,22,12
N-11,3150,native,2018-10-09,282,110,adult,male,1,4,0.2,23,12
N-12,3158,native,2018-10-09,282,110,adult,male,4,1,0.8,24,12
C-1,3161,invaded,2018-10-25,298,126,adult,male,5,0,1,1,13
C-2,3147,invaded,2018-10-25,298,126,adult,male,5,0,1,2,13
C-3,3144,invaded,2018-10-25,298,126,adult,male,5,0,1,3,13
C-4,3156,invaded,2018-10-25,298,126,adult,male,5,0,1,4,13
C-5,3154,invaded,2018-10-25,298,126,adult,male,5,0,1,5,13
C-6,3143,invaded,2018-10-25,298,126,adult,male,4,1,0.8,6,13
C-7,3146,invaded,2018-10-25,298,126,adult,male,5,0,1,7,13
C-8,3151,invaded,2018-10-25,298,126,adult,male,5,0,1,8,13
C-9,3153,invaded,2018-10-25,298,126,adult,male,5,0,1,9,13
C-10,3145,invaded,2018-10-25,298,126,adult,male,2,3,0.4,10,13
C-11,3152,invaded,2018-10-25,298,126,adult,male,5,0,1,11,13
C-12,3148,invaded,2018-10-25,298,126,adult,male,5,0,1,12,13
N-1,3165,native,2018-10-25,298,126,adult,male,4,1,0.8,13,13
N-2,3159,native,2018-10-25,298,126,adult,male,4,1,0.8,14,13
N-3,3166,native,2018-10-25,298,126,adult,male,5,0,1,15,13
N-4,3149,native,2018-10-25,298,126,adult,male,4,0,1,16,13
N-5,3162,native,2018-10-25,298,126,adult,male,1,3,0.25,17,13
N-6,3155,native,2018-10-25,298,126,adult,male,0,5,0,18,13
N-7,3157,native,2018-10-25,298,126,adult,male,5,0,1,19,13
N-8,3160,native,2018-10-25,298,126,adult,male,5,0,1,20,13
N-9,3163,native,2018-10-25,298,126,adult,male,3,2,0.6,21,13
N-10,3164,native,2018-10-25,298,126,adult,male,3,2,0.6,22,13
N-11,3150,native,2018-10-25,298,126,adult,male,1,4,0.2,23,13
N-12,3158,native,2018-10-25,298,126,adult,male,4,1,0.8,24,13
C-1,3161,invaded,2018-11-14,318,146,adult,male,5,0,1,1,14
C-2,3147,invaded,2018-11-14,318,146,adult,male,5,0,1,2,14
C-3,3144,invaded,2018-11-14,318,146,adult,male,5,0,1,3,14
C-4,3156,invaded,2018-11-14,318,146,adult,male,4,1,0.8,4,14
C-5,3154,invaded,2018-11-14,318,146,adult,male,5,0,1,5,14
C-6,3143,invaded,2018-11-14,318,146,adult,male,3,2,0.6,6,14
C-7,3146,invaded,2018-11-14,318,146,adult,male,5,0,1,7,14
C-8,3151,invaded,2018-11-14,318,146,adult,male,5,0,1,8,14
C-9,3153,invaded,2018-11-14,318,146,adult,male,5,0,1,9,14
C-10,3145,invaded,2018-11-14,318,146,adult,male,2,3,0.4,10,14
C-11,3152,invaded,2018-11-14,318,146,adult,male,5,0,1,11,14
C-12,3148,invaded,2018-11-14,318,146,adult,male,5,0,1,12,14
N-1,3165,native,2018-11-14,318,146,adult,male,4,1,0.8,13,14
N-2,3159,native,2018-11-14,318,146,adult,male,3,2,0.6,14,14
N-3,3166,native,2018-11-14,318,146,adult,male,4,1,0.8,15,14
N-4,3149,native,2018-11-14,318,146,adult,male,4,0,1,16,14
N-5,3162,native,2018-11-14,318,146,adult,male,1,3,0.25,17,14
N-6,3155,native,2018-11-14,318,146,adult,male,0,5,0,18,14
N-7,3157,native,2018-11-14,318,146,adult,male,3,2,0.6,19,14
N-8,3160,native,2018-11-14,318,146,adult,male,4,1,0.8,20,14
N-9,3163,native,2018-11-14,318,146,adult,male,2,3,0.4,21,14
N-10,3164,native,2018-11-14,318,146,adult,male,2,3,0.4,22,14
N-11,3150,native,2018-11-14,318,146,adult,male,0,5,0,23,14
N-12,3158,native,2018-11-14,318,146,adult,male,4,1,0.8,24,14
C-1,3161,invaded,2018-11-27,331,159,adult,male,5,0,1,1,15
C-2,3147,invaded,2018-11-27,331,159,adult,male,5,0,1,2,15
C-3,3144,invaded,2018-11-27,331,159,adult,male,5,0,1,3,15
C-4,3156,invaded,2018-11-27,331,159,adult,male,4,1,0.8,4,15
C-5,3154,invaded,2018-11-27,331,159,adult,male,5,0,1,5,15
C-6,3143,invaded,2018-11-27,331,159,adult,male,2,3,0.4,6,15
C-7,3146,invaded,2018-11-27,331,159,adult,male,5,0,1,7,15
C-8,3151,invaded,2018-11-27,331,159,adult,male,5,0,1,8,15
C-9,3153,invaded,2018-11-27,331,159,adult,male,5,0,1,9,15
C-10,3145,invaded,2018-11-27,331,159,adult,male,2,3,0.4,10,15
C-11,3152,invaded,2018-11-27,331,159,adult,male,5,0,1,11,15
C-12,3148,invaded,2018-11-27,331,159,adult,male,5,0,1,12,15
N-1,3165,native,2018-11-27,331,159,adult,male,4,1,0.8,13,15
N-2,3159,native,2018-11-27,331,159,adult,male,1,4,0.2,14,15
N-3,3166,native,2018-11-27,331,159,adult,male,3,2,0.6,15,15
N-4,3149,native,2018-11-27,331,159,adult,male,4,0,1,16,15
N-5,3162,native,2018-11-27,331,159,adult,male,1,3,0.25,17,15
N-6,3155,native,2018-11-27,331,159,adult,male,0,5,0,18,15
N-7,3157,native,2018-11-27,331,159,adult,male,2,3,0.4,19,15
N-8,3160,native,2018-11-27,331,159,adult,male,4,1,0.8,20,15
N-9,3163,native,2018-11-27,331,159,adult,male,1,4,0.2,21,15
N-10,3164,native,2018-11-27,331,159,adult,male,2,3,0.4,22,15
N-11,3150,native,2018-11-27,331,159,adult,male,0,5,0,23,15
N-12,3158,native,2018-11-27,331,159,adult,male,4,1,0.8,24,15
C-1,3161,invaded,2018-12-13,347,175,adult,male,5,0,1,1,16
C-2,3147,invaded,2018-12-13,347,175,adult,male,5,0,1,2,16
C-3,3144,invaded,2018-12-13,347,175,adult,male,5,0,1,3,16
C-4,3156,invaded,2018-12-13,347,175,adult,male,3,2,0.6,4,16
C-5,3154,invaded,2018-12-13,347,175,adult,male,5,0,1,5,16
C-6,3143,invaded,2018-12-13,347,175,adult,male,2,3,0.4,6,16
C-7,3146,invaded,2018-12-13,347,175,adult,male,5,0,1,7,16
C-8,3151,invaded,2018-12-13,347,175,adult,male,5,0,1,8,16
C-9,3153,invaded,2018-12-13,347,175,adult,male,5,0,1,9,16
C-10,3145,invaded,2018-12-13,347,175,adult,male,2,3,0.4,10,16
C-11,3152,invaded,2018-12-13,347,175,adult,male,5,0,1,11,16
C-12,3148,invaded,2018-12-13,347,175,adult,male,4,1,0.8,12,16
N-1,3165,native,2018-12-13,347,175,adult,male,2,3,0.4,13,16
N-2,3159,native,2018-12-13,347,175,adult,male,1,4,0.2,14,16
N-3,3166,native,2018-12-13,347,175,adult,male,3,2,0.6,15,16
N-4,3149,native,2018-12-13,347,175,adult,male,4,0,1,16,16
N-5,3162,native,2018-12-13,347,175,adult,male,0,4,0,17,16
N-6,3155,native,2018-12-13,347,175,adult,male,0,5,0,18,16
N-7,3157,native,2018-12-13,347,175,adult,male,2,3,0.4,19,16
N-8,3160,native,2018-12-13,347,175,adult,male,4,1,0.8,20,16
N-9,3163,native,2018-12-13,347,175,adult,male,1,4,0.2,21,16
N-10,3164,native,2018-12-13,347,175,adult,male,2,3,0.4,22,16
N-11,3150,native,2018-12-13,347,175,adult,male,0,5,0,23,16
N-12,3158,native,2018-12-13,347,175,adult,male,4,1,0.8,24,16
C-1,3161,invaded,2019-01-09,374,202,adult,male,5,0,1,1,17
C-2,3147,invaded,2019-01-09,374,202,adult,male,5,0,1,2,17
C-3,3144,invaded,2019-01-09,374,202,adult,male,5,0,1,3,17
C-4,3156,invaded,2019-01-09,374,202,adult,male,3,2,0.6,4,17
C-5,3154,invaded,2019-01-09,374,202,adult,male,5,0,1,5,17
C-6,3143,invaded,2019-01-09,374,202,adult,male,2,3,0.4,6,17
C-7,3146,invaded,2019-01-09,374,202,adult,male,5,0,1,7,17
C-8,3151,invaded,2019-01-09,374,202,adult,male,5,0,1,8,17
C-9,3153,invaded,2019-01-09,374,202,adult,male,5,0,1,9,17
C-10,3145,invaded,2019-01-09,374,202,adult,male,2,3,0.4,10,17
C-11,3152,invaded,2019-01-09,374,202,adult,male,5,0,1,11,17
C-12,3148,invaded,2019-01-09,374,202,adult,male,4,1,0.8,12,17
N-1,3165,native,2019-01-09,374,202,adult,male,1,4,0.2,13,17
N-2,3159,native,2019-01-09,374,202,adult,male,0,5,0,14,17
N-3,3166,native,2019-01-09,374,202,adult,male,1,4,0.2,15,17
N-4,3149,native,2019-01-09,374,202,adult,male,4,0,1,16,17
N-5,3162,native,2019-01-09,374,202,adult,male,0,4,0,17,17
N-6,3155,native,2019-01-09,374,202,adult,male,0,5,0,18,17
N-7,3157,native,2019-01-09,374,202,adult,male,1,4,0.2,19,17
N-8,3160,native,2019-01-09,374,202,adult,male,4,1,0.8,20,17
N-9,3163,native,2019-01-09,374,202,adult,male,0,5,0,21,17
N-10,3164,native,2019-01-09,374,202,adult,male,0,5,0,22,17
N-11,3150,native,2019-01-09,374,202,adult,male,0,5,0,23,17
N-12,3158,native,2019-01-09,374,202,adult,male,4,1,0.8,24,17
C-1,3161,invaded,2019-01-23,388,216,adult,male,4,1,0.8,1,18
C-2,3147,invaded,2019-01-23,388,216,adult,male,5,0,1,2,18
C-3,3144,invaded,2019-01-23,388,216,adult,male,5,0,1,3,18
C-4,3156,invaded,2019-01-23,388,216,adult,male,2,3,0.4,4,18
C-5,3154,invaded,2019-01-23,388,216,adult,male,5,0,1,5,18
C-6,3143,invaded,2019-01-23,388,216,adult,male,2,3,0.4,6,18
C-7,3146,invaded,2019-01-23,388,216,adult,male,5,0,1,7,18
C-8,3151,invaded,2019-01-23,388,216,adult,male,5,0,1,8,18
C-9,3153,invaded,2019-01-23,388,216,adult,male,5,0,1,9,18
C-10,3145,invaded,2019-01-23,388,216,adult,male,1,4,0.2,10,18
C-11,3152,invaded,2019-01-23,388,216,adult,male,4,1,0.8,11,18
C-12,3148,invaded,2019-01-23,388,216,adult,male,4,1,0.8,12,18
N-1,3165,native,2019-01-23,388,216,adult,male,0,5,0,13,18
N-2,3159,native,2019-01-23,388,216,adult,male,0,5,0,14,18
N-3,3166,native,2019-01-23,388,216,adult,male,0,5,0,15,18
N-4,3149,native,2019-01-23,388,216,adult,male,3,1,0.75,16,18
N-5,3162,native,2019-01-23,388,216,adult,male,0,4,0,17,18
N-6,3155,native,2019-01-23,388,216,adult,male,0,5,0,18,18
N-7,3157,native,2019-01-23,388,216,adult,male,0,5,0,19,18
N-8,3160,native,2019-01-23,388,216,adult,male,1,4,0.2,20,18
N-9,3163,native,2019-01-23,388,216,adult,male,0,5,0,21,18
N-10,3164,native,2019-01-23,388,216,adult,male,0,5,0,22,18
N-11,3150,native,2019-01-23,388,216,adult,male,0,5,0,23,18
N-12,3158,native,2019-01-23,388,216,adult,male,0,5,0,24,18
